"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV17220","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17221","Bacteria","Gemmatimonadetes","S0134_terrestrial_group",NA,NA,NA,NA
"ASV17222","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV17223","Bacteria","Cyanobacteria","Oxyphotobacteria",NA,NA,NA,NA
"ASV17224","Bacteria","Acidobacteria","Holophagae","Subgroup_7",NA,NA,NA
"ASV17225","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloferacaceae","Halolamina",NA
"ASV17226","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lautropia",NA
"ASV17227","Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae",NA,NA
"ASV17228","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"ASV17229","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASV17230","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"ASV17231","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",NA
"ASV17232","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17233","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"ASV17234","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV17235","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"ASV17236","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola",NA
"ASV17237","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales",NA,NA,NA
"ASV17238","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV17239","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV17240","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV17241","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV17242","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA,NA
"ASV17243","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17244","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV17245","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae",NA,NA
"ASV17246","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA,NA
"ASV17247","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17248","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV17249","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV17250","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV17251","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia",NA
"ASV17252","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV17253","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17254","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV17255","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Sphaerobacter",NA
"ASV17256","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus",NA
"ASV17257","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",NA
"ASV17258","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17259","Bacteria","Actinobacteria","Actinobacteria","Frankiales",NA,NA,NA
"ASV17260","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17261","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA,NA
"ASV17262","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA,NA
"ASV17263","Bacteria","FBP",NA,NA,NA,NA,NA
"ASV17264","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b",NA,NA
"ASV17265","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV17266","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV17267","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV17268","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV17269","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV17270","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA,NA
"ASV17271","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV17272","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Isoptericola",NA
"ASV17273","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV17274","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV17275","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"ASV17276","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV17277","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17278","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17279","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA,NA
"ASV17280","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV17281","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17282","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV17283","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17284","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"ASV17285","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV17286","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20",NA,NA
"ASV17287","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA,NA
"ASV17288","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV17289","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV17290","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae",NA,NA
"ASV17291","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV17292","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17293","Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA,NA
"ASV17294","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV17295","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV17296","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV17297","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17298","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA,NA
"ASV17299","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV17300","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"ASV17301","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"ASV17302","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA,NA
"ASV17303","Bacteria","Chloroflexi","KD4-96",NA,NA,NA,NA
"ASV17304","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales",NA,NA,NA
"ASV17305","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",NA
"ASV17306","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",NA,NA,NA
"ASV17307","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV17308","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA,NA
"ASV17309","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA,NA
"ASV17310","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV17311","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV17312","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA,NA
"ASV17313","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV17314","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"ASV17315","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","koreensis"
"ASV17316","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","KD3-10",NA,NA
"ASV17317","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV17318","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA,NA
"ASV17319","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera",NA
"ASV17320","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"ASV17321","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV17322","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae",NA,NA
"ASV17323","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae",NA,NA
"ASV17324","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA,NA
"ASV17325","Bacteria","Gemmatimonadetes","S0134_terrestrial_group",NA,NA,NA,NA
"ASV17326","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,NA
"ASV17327","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17328","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV17329","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA,NA
"ASV17330","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV17331","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17332","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae",NA,NA
"ASV17333","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV17334","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA,NA
"ASV17335","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","ginsengihumi"
"ASV17336","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV17337","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV17338","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis",NA
"ASV17339","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17340","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pelomonas",NA
"ASV17341","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17342","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17343","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA,NA
"ASV17344","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV17345","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17346","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV17347","Archaea","Euryarchaeota","Thermoplasmata",NA,NA,NA,NA
"ASV17348","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",NA
"ASV17349","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA,NA
"ASV17350","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17351","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA,NA
"ASV17352","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)",NA,NA
"ASV17353","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17354","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA,NA
"ASV17355","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",NA
"ASV17356","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Candidatus_Nostocoida",NA
"ASV17357","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Occallatibacter",NA
"ASV17358","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV17359",NA,NA,NA,NA,NA,NA,NA
"ASV17360","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA,NA
"ASV17361","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19",NA,NA
"ASV17362","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata",NA
"ASV17363","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV17364","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17365","Bacteria",NA,NA,NA,NA,NA,NA
"ASV17366","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV17367","Bacteria","Actinobacteria","Acidimicrobiia",NA,NA,NA,NA
"ASV17368","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","G12-WMSP1",NA
"ASV17369","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17370","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV17371","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV17372","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA,NA
"ASV17373","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV17374","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA,NA
"ASV17375","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17376","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA,NA
"ASV17377","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1959-1",NA
"ASV17378","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Coleofasciculaceae",NA,NA
"ASV17379","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Nitrospirillum",NA
"ASV17380","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV17381","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV17382","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV17383","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA,NA
"ASV17384","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Planosporangium",NA
"ASV17385","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17386","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV17387","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV17388","Bacteria",NA,NA,NA,NA,NA,NA
"ASV17389","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flaviaesturariibacter",NA
"ASV17390","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17391","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV17392","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"ASV17393","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASV17394","Bacteria","Proteobacteria","Gammaproteobacteria","JG36-TzT-191",NA,NA,NA
"ASV17395","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",NA
"ASV17396","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Ferrovibrio",NA
"ASV17397","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV17398","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA,NA
"ASV17399","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV17400","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV17401","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales",NA,NA,NA
"ASV17402","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV17403","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter",NA
"ASV17404","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA,NA
"ASV17405","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV17406","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA,NA
"ASV17407","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV17408","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA,NA
"ASV17409","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17410","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Sphaerobacter",NA
"ASV17411","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASV17412","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA,NA
"ASV17413","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV17414","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae",NA,NA
"ASV17415","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"ASV17416","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV17417","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae",NA,NA
"ASV17418","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales",NA,NA,NA
"ASV17419","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"ASV17420","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","hibisca"
"ASV17421","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"ASV17422","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17423","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17424","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV17425","Bacteria","Actinobacteria","0319-7L14",NA,NA,NA,NA
"ASV17426","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV17427","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA,NA
"ASV17428","Bacteria","FBP",NA,NA,NA,NA,NA
"ASV17429","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA
"ASV17430","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV17431","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV17432","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASV17433","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM_18997",NA
"ASV17434","Bacteria","Gemmatimonadetes","S0134_terrestrial_group",NA,NA,NA,NA
"ASV17435","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV17436","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV17437","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera",NA
"ASV17438","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24",NA,NA,NA
"ASV17439","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"ASV17440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV17441","Bacteria","Bacteroidetes","Ignavibacteria","OPB56",NA,NA,NA
"ASV17442","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"ASV17443","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"ASV17444","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV17445","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19",NA,NA
"ASV17446","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV17447","Bacteria","Actinobacteria","0319-7L14",NA,NA,NA,NA
"ASV17448","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV17449","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV17450","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV17451","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV17452","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA,NA
"ASV17453","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV17454","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV17455","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV17456","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17457","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",NA
"ASV17458","Bacteria","Actinobacteria","Thermoleophilia",NA,NA,NA,NA
"ASV17459","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17460","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV17461","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV17462","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae",NA,NA
"ASV17463","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales",NA,NA,NA
"ASV17464","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA
"ASV17465","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter",NA
"ASV17466","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",NA
"ASV17467","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"ASV17468","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV17469","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA,NA
"ASV17470","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV17471","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV17472","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV17473","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1",NA,NA,NA
"ASV17474","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1",NA,NA,NA
"ASV17475","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV17476","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV17477","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV17478","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV17479","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV17480","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,NA
"ASV17481","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV17482","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
