"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV11075","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","PMMR1",NA
"ASV11076","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae",NA,NA
"ASV11077","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11078","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces",NA
"ASV11079","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV11080","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Planomonospora",NA
"ASV11081","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV11082","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"ASV11083","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
"ASV11084","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV11085","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25",NA,NA
"ASV11086","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV11087","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV11088","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV11089","Archaea","Euryarchaeota","Thermoplasmata",NA,NA,NA,NA
"ASV11090","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV11091","Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae",NA,NA
"ASV11092","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",NA
"ASV11093","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV11094","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV11095","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV11096","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11097","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV11098","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",NA
"ASV11099","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium",NA
"ASV11100","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_10",NA
"ASV11101","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV11102","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11103","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV11104","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA,NA
"ASV11105","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV11106","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera",NA
"ASV11107","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV11108","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia",NA
"ASV11109","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"ASV11110","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA,NA
"ASV11111","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",NA,NA
"ASV11112","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae",NA,NA
"ASV11113","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV11114","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","URHD0088",NA,NA
"ASV11115","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Simkaniaceae",NA,NA
"ASV11116","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV11117","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV11118","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",NA
"ASV11119","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV11120","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473",NA
"ASV11121","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
"ASV11122","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Blastochloris",NA
"ASV11123","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11124","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1",NA,NA,NA
"ASV11125","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV11126","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Fibrisoma",NA
"ASV11127","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA,NA
"ASV11128","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV11129","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV11130","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales",NA,NA,NA
"ASV11131","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales",NA,NA,NA
"ASV11132","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV11133","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV11134","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV11135","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11136","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV11137","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus",NA
"ASV11138","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV11139","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",NA,NA
"ASV11140","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA
"ASV11141","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV11142","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales",NA,NA,NA
"ASV11143","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage",NA
"ASV11144","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV11145","Bacteria","Actinobacteria","0319-7L14",NA,NA,NA,NA
"ASV11146","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"ASV11147","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV11148","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV11149","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales",NA,NA,NA
"ASV11150","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV11151","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11152","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV11153","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA,NA
"ASV11154","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","JGI_0001001-H03",NA
"ASV11155","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV11156","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV11157","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV11158","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV11159","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV11160","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"ASV11161","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum",NA
"ASV11162","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA,NA
"ASV11163","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae",NA,NA
"ASV11164","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV11165","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV11166","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"ASV11167","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA,NA
"ASV11168","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV11169","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"ASV11170","Bacteria","WPS-2",NA,NA,NA,NA,NA
"ASV11171","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASV11172","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",NA
"ASV11173","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV11174","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11175","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV11176","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV11177","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA,NA
"ASV11178","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV11179","Bacteria","Actinobacteria","Actinobacteria","Frankiales",NA,NA,NA
"ASV11180","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV11181","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae","Vulgatibacter",NA
"ASV11182","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV11183","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata",NA
"ASV11184","Archaea","Euryarchaeota","Thermoplasmata",NA,NA,NA,NA
"ASV11185","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11186","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11187","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11188","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV11189","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"ASV11190","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV11191","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales",NA,NA,NA
"ASV11192","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA,NA
"ASV11193","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV11194","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV11195","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",NA
"ASV11196","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"ASV11197","Bacteria","Actinobacteria","0319-7L14",NA,NA,NA,NA
"ASV11198","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",NA
"ASV11199","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",NA
"ASV11200","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV11201","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",NA,NA
"ASV11202","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV11203","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV11204","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV11205","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter",NA
"ASV11206","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus",NA
"ASV11207","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Thermopetrobacteraceae","Thermopetrobacter",NA
"ASV11208","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"ASV11209","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV11210","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11211","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV11212","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473",NA
"ASV11213","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
"ASV11214","Bacteria","Chloroflexi","KD4-96",NA,NA,NA,NA
"ASV11215","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA,NA
"ASV11216","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV11217","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
"ASV11218","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV11219","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA,NA
"ASV11220","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV11221","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV11222","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudochrobactrum",NA
"ASV11223","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV11224","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV11225","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","timonae"
"ASV11226","Bacteria","Elusimicrobia","Lineage_IIa",NA,NA,NA,NA
"ASV11227","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae",NA,NA
"ASV11228","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV11229","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"ASV11230","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_8",NA
"ASV11231","Bacteria","Armatimonadetes",NA,NA,NA,NA,NA
"ASV11232","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV11233","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"ASV11234","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11235","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV11236","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Ancylothrix_8PC",NA
"ASV11237","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV11238","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Aggregicoccus",NA
"ASV11239","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11240","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV11241","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasegetibacter",NA
"ASV11242","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASV11243","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola",NA
"ASV11244","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11245","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV11246","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV11247","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV11248","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA,NA
"ASV11249","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV11250","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV11251","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV11252","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV11253","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA,NA
"ASV11254","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV11255","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA,NA
"ASV11256","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",NA,NA
"ASV11257","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV11258","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA
"ASV11259","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV11260","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",NA
"ASV11261","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter",NA
"ASV11262","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV11263","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV11264","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA,NA
"ASV11265","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter",NA
"ASV11266","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",NA
"ASV11267","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168",NA
"ASV11268","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV11269","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV11270","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV11271","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASV11272","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",NA
"ASV11273","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA,NA
"ASV11274","Bacteria","Acidobacteria","Subgroup_17",NA,NA,NA,NA
"ASV11275","Bacteria","Chloroflexi","KD4-96",NA,NA,NA,NA
"ASV11276","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA,NA
"ASV11277","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV11278","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus",NA
"ASV11279","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV11280","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Tychonema_CCAP_1459-11B",NA
"ASV11281","Bacteria",NA,NA,NA,NA,NA,NA
"ASV11282","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV11283","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA,NA
"ASV11284","Bacteria","Chloroflexi","TK10",NA,NA,NA,NA
"ASV11285","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","DS-100",NA,NA,NA
"ASV11286","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales",NA,NA,NA
"ASV11287","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae",NA,NA
"ASV11288","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV11289","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA,NA
