"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV7021","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"ASV7022","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7023","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV7024","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV7025","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7026","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA
"ASV7027","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Ceratostomataceae","g__Harzia","s__cameroonensis"
"ASV7028","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7029","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Ceratostomataceae","g__Harzia","s__cameroonensis"
"ASV7030","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7031","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete",NA
"ASV7032","k__Fungi","p__Chytridiomycota","c__GS14",NA,NA,NA,NA
"ASV7033","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV7034","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7035","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7036","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7037","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV7038","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7039","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV7040","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7041","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7042","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Chaetothyrium","s__agathis"
"ASV7043","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales",NA,NA,NA
"ASV7044","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7045","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7046","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Resupinatus",NA
"ASV7047","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Hyphodermella","s__corrugata"
"ASV7048","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7049","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7050","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV7051","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7052","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7053","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7054","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV7055","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora","s__bispora"
"ASV7056","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora",NA
"ASV7057","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7058","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7059","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__africana"
"ASV7060","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__alachuana"
"ASV7061","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia",NA
"ASV7062","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Fonsecazyma","s__mujuensis"
"ASV7063","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7064","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7065","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Bartaliniaceae","g__Bartalinia","s__pondoensis"
"ASV7066","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Ceratostomataceae","g__Harzia",NA
"ASV7067","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__glaucum"
"ASV7068","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7069","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV7070","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"ASV7071","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae",NA,NA
"ASV7072","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7073","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Hyphodermella",NA
"ASV7074","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV7075","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7076","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Cryptococcus","s__neoformans"
"ASV7077","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascodesmidaceae","g__Cephaliophora",NA
"ASV7078","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7079","k__Fungi","p__Monoblepharomycota","c__Monoblepharidomycetes",NA,NA,NA,NA
"ASV7080","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7081","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV7082","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Marasmiellus","s__paspali"
"ASV7083","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Gymnopilus","s__suberis"
"ASV7084","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7085","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7086","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium","s__terreum"
"ASV7087","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV7088","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV7089","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7090","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV7091","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Arthroxylaria",NA
"ASV7092","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__armeniaca"
"ASV7093","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV7094","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__proliferans"
"ASV7095","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Sarcopodium","s__flavolanatum"
"ASV7096","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Ballistosporomyces",NA
"ASV7097","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7098","k__Fungi","p__Ascomycota","c__Xylonomycetes","o__Symbiotaphrinales","f__Symbiotaphrinaceae","g__Symbiotaphrina","s__buchneri"
"ASV7099","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7100","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA
"ASV7101","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV7102","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Helicosporium",NA
"ASV7103","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV7104","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7105","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Chaetospermum","s__camelliae"
"ASV7106","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7107","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__chlamydospora"
"ASV7108","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7109","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Lichtheimiaceae","g__Lichtheimia","s__blakesleeana"
"ASV7110","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7111","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__phaeocarpum"
"ASV7112","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae",NA,NA
"ASV7114","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Amanitaceae","g__Amanita","s__prairiicola"
"ASV7115","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus"
"ASV7116","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7117","k__Fungi","p__Mortierellomycota",NA,NA,NA,NA,NA
"ASV7118","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7119","k__Fungi","p__Mortierellomycota",NA,NA,NA,NA,NA
"ASV7120","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV7121","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7122","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7123","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV7124","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__occultum"
"ASV7125","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"ASV7126","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7127","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7128","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7129","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV7130","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7131","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7132","k__Fungi","p__Chytridiomycota","c__GS13",NA,NA,NA,NA
"ASV7133","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium","s__fagi"
"ASV7134","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Coprinus","s__trigonosporus"
"ASV7135","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7136","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7137","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV7138","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV7139","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA
"ASV7140","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Waitea","s__circinata"
"ASV7141","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus"
"ASV7142","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__stylospora"
"ASV7143","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7144","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV7145","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV7146","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV7147","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Pseudolophiostoma","s__obtusisporum"
"ASV7148","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV7149","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7150","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella","s__thermophila"
"ASV7151","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__merdarium"
"ASV7152","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria",NA
"ASV7153","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV7154","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae",NA,NA
"ASV7155","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV7156","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7157","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__cucumeris"
"ASV7158","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7159","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7160","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7161","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Sclerostagonospora","s__rosae"
"ASV7162","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"ASV7163","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7164","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV7165","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7166","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7167","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7168","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Lophotrichus","s__fimeti"
"ASV7169","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Nodulisporium","s__hinnuleum"
"ASV7170","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7171","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7172","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA
"ASV7173","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV7174","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7175","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales",NA,NA,NA
"ASV7176","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Thermomyces","s__lanuginosus"
"ASV7177","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Toxicocladosporium",NA
"ASV7178","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Pleiochaeta","s__carotae"
"ASV7179","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium",NA
"ASV7180","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria",NA
"ASV7181","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA
"ASV7182","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7183","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV7184","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Volvariella",NA
"ASV7185","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV7186","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV7187","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7188","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7189","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7190","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Monascella","s__botryosa"
"ASV7191","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7192","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__bowlesiae"
"ASV7193","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA
"ASV7194","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella","s__thermophila"
"ASV7195","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7196","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7197","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV7198","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7199","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7200","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7201","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV7202","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV7203","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV7204","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__yunnanense"
"ASV7205","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7206","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Darksidea","s__alpha"
"ASV7207","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7208","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7209","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Cryptococcus","s__dimennae"
"ASV7210","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Ophiostomatales","f__Ophiostomataceae","g__Hawksworthiomyces","s__hibbettii"
"ASV7211","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7212","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriales_fam_Incertae_sedis","g__Homortomyces","s__tamaricis"
"ASV7213","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Ballistosporomyces","s__xanthus"
"ASV7214","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__gilbertsonii"
"ASV7215","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7216","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Nigrograna",NA
"ASV7217","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7218","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ASV7219","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Collariella","s__causiiformis"
"ASV7220","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7221","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Colacogloea","s__philyla"
"ASV7222","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Nectria",NA
"ASV7223","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7224","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Hyalodendriella",NA
"ASV7225","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Melanosporaceae","g__Melanospora","s__verrucispora"
"ASV7226","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7227","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV7228","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Thermomyces","s__stellatus"
"ASV7229","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Corynesporascaceae","g__Corynespora","s__torulosa"
"ASV7230","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7231","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__podzolica"
"ASV7232","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7233","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7234","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7235","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7236","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Cristinia",NA
"ASV7237","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Hydnophlebia","s__omnivora"
"ASV7238","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV7239","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__pakistanicus"
"ASV7240","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__brunneirubra"
"ASV7241","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7242","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7243","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV7244","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Ballistosporomyces",NA
"ASV7245","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__radians"
"ASV7246","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium","s__terreum"
"ASV7247","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7248","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7249","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7250","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7251","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7252","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7253","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7254","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Paradictyoarthrinium","s__hydei"
"ASV7255","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Melanosporaceae","g__Melanospora","s__verrucispora"
"ASV7256","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7257","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium","s__inflatipes"
"ASV7258","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV7259","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7260","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Lichtheimiaceae","g__Lichtheimia","s__blakesleeana"
"ASV7261","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7262","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV7263","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV7264","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__masonii"
"ASV7265","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Liberomyces","s__pistaciae"
"ASV7266","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV7267","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV7268","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV7269","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV7270","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae",NA,NA
