"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV3867","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3868","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA
"ASV3869","k__Fungi","p__Mortierellomycota",NA,NA,NA,NA,NA
"ASV3870","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3871","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Panaceae","g__Panus","s__strigellus"
"ASV3872","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Amauroascus","s__volatilis-patellis"
"ASV3873","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium","s__parasiticum"
"ASV3874","k__Fungi","p__Glomeromycota","c__Glomeromycetes",NA,NA,NA,NA
"ASV3875","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV3876","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Ramularia","s__plurivora"
"ASV3877","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Scytalidium","s__sphaerosporum"
"ASV3878","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3879","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ASV3880","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3881","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3882","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Hypomyces",NA
"ASV3883","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__eburneocremeus"
"ASV3884","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3885","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3886","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3887","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3888","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria",NA
"ASV3889","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3890","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV3891","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV3892","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3893","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3894","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3895","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices"
"ASV3896","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora",NA
"ASV3897","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"ASV3898","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3899","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3900","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__intricans"
"ASV3901","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV3902","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3903","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella",NA
"ASV3904","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes",NA,NA,NA,NA
"ASV3905","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Tintelnotia","s__destructans"
"ASV3906","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Zopfiella",NA
"ASV3907","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"ASV3908","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae",NA,NA
"ASV3909","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales",NA,NA,NA
"ASV3910","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3911","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3912","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV3913","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3914","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3915","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV3916","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Dichotomopilus","s__ramosissimus"
"ASV3917","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3918","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV3919","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum",NA
"ASV3920","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV3921","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV3922","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium",NA
"ASV3923","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3924","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Polyschema","s__sclerotigenum"
"ASV3925","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3926","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV3927","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae",NA,NA
"ASV3928","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__globosum"
"ASV3929","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae",NA,NA
"ASV3930","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV3931","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3932","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3933","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"ASV3934","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV3935","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV3936","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava"
"ASV3937","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3938","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae",NA,NA
"ASV3939","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae",NA,NA
"ASV3940","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3941","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3942","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Paradictyoarthrinium","s__hydei"
"ASV3943","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV3944","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__brevicaulis"
"ASV3945","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3946","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__bactrocephalum"
"ASV3947","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3948","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"ASV3949","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA
"ASV3950","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium",NA
"ASV3951","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA
"ASV3952","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV3953","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3954","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV3955","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3956","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Ceratostomataceae","g__Harzia",NA
"ASV3957","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__longicollis"
"ASV3958","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3959","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV3960","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3961","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Helicosporium","s__flavum"
"ASV3962","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV3963","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__kamakouana"
"ASV3964","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3965","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Thielavia","s__australiensis"
"ASV3966","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__egyptiacus"
"ASV3967","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3968","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Murilentithecium","s__clematidis"
"ASV3969","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3970","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3971","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV3972","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__solani"
"ASV3973","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae",NA,NA
"ASV3974","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__marquandii"
"ASV3975","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__parvisporum"
"ASV3976","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3977","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV3978","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV3979","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV3980","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV3981","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3982","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3983","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV3984","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3985","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Porotheleaceae","g__Porotheleum",NA
"ASV3986","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV3987","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV3988","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ASV3989","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Phomatosporales","f__Phomatosporaceae","g__Phomatospora","s__biseriata"
"ASV3990","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV3991","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV3992","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3993","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__ornata"
"ASV3994","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV3995","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Cladorrhinum",NA
"ASV3996","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"ASV3997","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus",NA
"ASV3998","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV3999","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizales_fam_Incertae_sedis","g__Trichobolus","s__zukalii"
"ASV4000","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Spiromastix","s__warcupii"
"ASV4001","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__cubense"
"ASV4002","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4003","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4004","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4005","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV4006","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4007","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Iodophanus",NA
"ASV4008","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV4009","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__saponacea"
"ASV4010","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV4011","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__modesta"
"ASV4012","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4013","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV4014","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4015","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4016","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx","s__bambusae"
"ASV4017","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium",NA
"ASV4018","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4019","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4020","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4021","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4022","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neostrelitziana","s__acaciigena"
"ASV4023","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV4024","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV4025","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales",NA,NA,NA
"ASV4026","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4027","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota",NA
"ASV4028","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium",NA
"ASV4029","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV4030","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Darksidea",NA
"ASV4031","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Peltigerales","f__Pannariaceae","g__Pectenia",NA
"ASV4032","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV4033","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales",NA,NA,NA
"ASV4034","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium","s__inaequale"
"ASV4035","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Glomerellaceae","g__Colletotrichum","s__truncatum"
"ASV4036","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Lophotrichus","s__fimeti"
"ASV4037","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae",NA,NA
"ASV4038","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae",NA,NA
"ASV4039","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV4040","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeodothis",NA
"ASV4041","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Melanocarpus","s__tardus"
"ASV4042","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4043","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4044","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Bezerromycetaceae","g__Bezerromyces","s__brasiliensis"
"ASV4045","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV4046","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Hypoxylon","s__macrocarpum"
"ASV4047","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4048","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4049","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV4050","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Aplosporellaceae","g__Aplosporella","s__africana"
"ASV4051","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4052","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV4053","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA
"ASV4054","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV4055","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"ASV4056","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema",NA
"ASV4057","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4058","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4059","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Spiromastix","s__asexualis"
"ASV4060","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Arthrographis","s__chlamydospora"
"ASV4061","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4062","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV4063","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__thailandensis"
"ASV4064","k__Fungi","p__Glomeromycota","c__Glomeromycetes",NA,NA,NA,NA
"ASV4065","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV4066","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella","s__thermophila"
"ASV4067","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4068","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Rhizoctonia","s__bicornis"
"ASV4069","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"ASV4070","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA
"ASV4071","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV4072","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4073","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA
"ASV4074","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Hydnophlebia",NA
"ASV4075","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__thanatophilum"
"ASV4076","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV4077","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"ASV4078","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4079","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"ASV4080","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV4081","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Thielavia","s__australiensis"
"ASV4082","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4083","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scedosporium",NA
"ASV4084","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4085","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4086","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Dinemasporium","s__polygonum"
"ASV4087","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__beljakovae"
"ASV4088","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4089","k__Fungi","p__Ascomycota","c__Laboulbeniomycetes","o__Pyxidiophorales","f__Pyxidiophoraceae","g__Pyxidiophora","s__arvernensis"
"ASV4090","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Gigasporales","f__Gigasporaceae",NA,NA
"ASV4091","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4092","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae","g__Diversispora",NA
"ASV4093","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ASV4094","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4095","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Arthrographis",NA
"ASV4096","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV4097","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae",NA,NA
"ASV4098","k__Fungi","p__Basidiobolomycota","c__Basidiobolomycetes","o__Basidiobolales","f__Basidiobolaceae","g__Basidiobolus","s__ranarum"
"ASV4099","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4100","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Coprinus","s__trigonosporus"
"ASV4101","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4102","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV4103","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hyponectriaceae","g__Monographella",NA
"ASV4104","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"ASV4105","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__Leucothecium","s__emdenii"
"ASV4106","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4107","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"ASV4108","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4109","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__penzigii"
"ASV4110","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV4111","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia",NA
"ASV4112","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"ASV4113","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
