OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV3988	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV3989	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	biseriata
ASV3990	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV3991	Fungi	Ascomycota	Sordariomycetes				
ASV3992	Fungi	Ascomycota					
ASV3993	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	ornata
ASV3994	Fungi	Ascomycota					
ASV3995	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	
ASV3996	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV3997	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	
ASV3998	Fungi	Ascomycota	Dothideomycetes				
ASV3999	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Trichobolus	zukalii
ASV4000	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Spiromastix	warcupii
ASV4001	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	cubense
ASV4002	Fungi	Ascomycota					
ASV4003	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4004	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4005	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV4006	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4007	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	
ASV4008	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV4009	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	saponacea
ASV4010	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	
ASV4011	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	modesta
ASV4012	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4013	Fungi	Basidiomycota					
ASV4014	Fungi	Ascomycota					
ASV4015	Fungi	Ascomycota					
ASV4016	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx	bambusae
ASV4017	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	
ASV4018	Fungi						
ASV4019	Fungi	Ascomycota					
ASV4020	Fungi	Ascomycota					
ASV4021	Fungi	Ascomycota					
ASV4022	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neostrelitziana	acaciigena
ASV4023	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV4024	Fungi	Ascomycota	Dothideomycetes				
ASV4025	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales			
ASV4026	Fungi	Ascomycota					
ASV4027	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	
ASV4028	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV4029	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV4030	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	
ASV4031	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	
ASV4032	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV4033	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV4034	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	inaequale
ASV4035	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	truncatum
ASV4036	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus	fimeti
ASV4037	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae		
ASV4038	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae		
ASV4039	Fungi	Ascomycota	Sordariomycetes				
ASV4040	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeodothis	
ASV4041	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Melanocarpus	tardus
ASV4042	Fungi						
ASV4043	Fungi	Ascomycota					
ASV4044	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Bezerromycetaceae	Bezerromyces	brasiliensis
ASV4045	Fungi	Basidiomycota					
ASV4046	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	macrocarpum
ASV4047	Fungi						
ASV4048	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4049	Fungi	Ascomycota	Dothideomycetes				
ASV4050	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	africana
ASV4051	Fungi	Ascomycota					
ASV4052	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV4053	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV4054	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV4055	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae		
ASV4056	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	
ASV4057	Fungi						
ASV4058	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4059	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Spiromastix	asexualis
ASV4060	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	chlamydospora
ASV4061	Fungi	Ascomycota					
ASV4062	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV4063	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	thailandensis
ASV4064	Fungi	Glomeromycota	Glomeromycetes				
ASV4065	Fungi	Ascomycota	Sordariomycetes				
ASV4066	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	thermophila
ASV4067	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4068	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	bicornis
ASV4069	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
ASV4070	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis			
ASV4071	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV4072	Fungi						
ASV4073	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae		
ASV4074	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Hydnophlebia	
ASV4075	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	thanatophilum
ASV4076	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV4077	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV4078	Fungi	Ascomycota					
ASV4079	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV4080	Fungi	Ascomycota	Eurotiomycetes				
ASV4081	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	australiensis
ASV4082	Fungi						
ASV4083	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	
ASV4084	Fungi	Ascomycota					
ASV4085	Fungi						
ASV4086	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dinemasporium	polygonum
ASV4087	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	beljakovae
ASV4088	Fungi	Ascomycota					
ASV4089	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophora	arvernensis
ASV4090	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae		
ASV4091	Fungi	Ascomycota					
ASV4092	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	
ASV4093	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV4094	Fungi	Ascomycota					
ASV4095	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	
ASV4096	Fungi	Ascomycota					
ASV4097	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
ASV4098	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	ranarum
ASV4099	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	trigonosporus
ASV4101	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4102	Fungi	Ascomycota	Sordariomycetes				
ASV4103	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Monographella	
ASV4104	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4105	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	emdenii
ASV4106	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4107	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV4108	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4109	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	penzigii
ASV4110	Fungi						
ASV4111	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4112	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV4113	Fungi	Ascomycota	Sordariomycetes				
ASV4114	Fungi	Ascomycota					
ASV4115	Fungi	Glomeromycota					
ASV4116	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	
ASV4117	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	
ASV4118	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Alfaria	acaciae
ASV4119	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Cyrenella	elegans
ASV4120	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Sphaeropsis	
ASV4121	Fungi	Ascomycota					
ASV4122	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV4123	Fungi						
ASV4124	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV4125	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	diversus
ASV4126	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV4127	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae		
ASV4128	Fungi	Ascomycota					
ASV4129	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	blakesleeana
ASV4130	Fungi						
ASV4131	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV4132	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV4133	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV4134	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV4135	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Hamigera	
ASV4136	Fungi	Ascomycota					
ASV4137	Fungi	Ascomycota					
ASV4138	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4139	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV4140	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	discoidea
ASV4141	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	europaea
ASV4142	Fungi	Ascomycota					
ASV4143	Fungi	Ascomycota					
ASV4144	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV4145	Fungi						
ASV4146	Fungi	Ascomycota					
ASV4147	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	floriforme
ASV4148	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	zonatum
ASV4149	Fungi	Glomeromycota	Paraglomeromycetes	GS24			
ASV4150	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	paspali
ASV4151	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Collariella	gracilis
ASV4152	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV4153	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV4154	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV4155	Fungi	Basidiomycota					
ASV4156	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	floriforme
ASV4157	Fungi	Ascomycota	Sordariomycetes				
ASV4158	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	
ASV4159	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	arenarium
ASV4160	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	adusta
ASV4161	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	japonica
ASV4162	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4163	Fungi	Ascomycota					
ASV4164	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Madurella	fahalii
ASV4165	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4166	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV4167	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV4168	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV4169	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella	humicola
ASV4170	Fungi	Ascomycota					
ASV4171	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV4172	Fungi	Ascomycota					
ASV4173	Fungi	Basidiomycota					
ASV4174	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae		
ASV4175	Fungi	Ascomycota	Sordariomycetes				
ASV4176	Fungi	Ascomycota					
ASV4177	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV4178	Fungi	Ascomycota					
ASV4179	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV4180	Fungi	Ascomycota					
ASV4181	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	ruforotula
ASV4182	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	austrohemisphaericum
ASV4183	Fungi	Ascomycota					
ASV4184	Fungi	Ascomycota					
ASV4185	Fungi						
ASV4186	Fungi	Ascomycota	Sordariomycetes				
ASV4187	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV4188	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
ASV4189	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	
ASV4190	Fungi	Ascomycota					
ASV4191	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	ruineniae
ASV4192	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	etunicatum
ASV4193	Fungi	Ascomycota	Dothideomycetes	Natipusillales	Natipusillaceae		
ASV4194	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	
ASV4195	Fungi						
ASV4196	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Rhytidhysteron	rufulum
ASV4197	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
ASV4198	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium	
ASV4199	Fungi						
ASV4200	Fungi						
ASV4201	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	
ASV4202	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
ASV4203	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	
ASV4204	Fungi	Ascomycota					
ASV4205	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	egyptiacus
ASV4206	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4207	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	
ASV4208	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	
ASV4209	Fungi						
ASV4210	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	
ASV4211	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV4212	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	diffluens
ASV4213	Fungi						
ASV4214	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
ASV4215	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata
ASV4216	Fungi	Ascomycota					
ASV4217	Fungi	Ascomycota					
ASV4218	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV4219	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV4220	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV4221	Fungi	Ascomycota					
ASV4222	Fungi						
ASV4223	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV4224	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV4225	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	flanaganii
ASV4226	Fungi	Ascomycota					
ASV4227	Fungi	Ascomycota					
ASV4228	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV4229	Fungi	Ascomycota					
ASV4230	Fungi	Ascomycota					
ASV4231	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV4232	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	pelliculosum
ASV4233	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	acropullum
ASV4234	Fungi	Ascomycota					
ASV4235	Fungi	Ascomycota					
ASV4236	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV4237	Fungi	Ascomycota					
ASV4238	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudocoleophoma	bauhiniae
ASV4239	Fungi	Basidiomycota					
ASV4240	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	
ASV4241	Fungi	Ascomycota					
ASV4242	Fungi	Ascomycota					
ASV4243	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	citricola
ASV4244	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	
ASV4245	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	inaequale
ASV4246	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV4247	Fungi	Ascomycota					
ASV4248	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	
ASV4249	Fungi	Ascomycota					
ASV4250	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV4251	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
ASV4252	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	penzigii
ASV4253	Fungi	Basidiomycota	Agaricomycetes				
ASV4254	Fungi	Ascomycota	Dothideomycetes	Natipusillales	Natipusillaceae		
ASV4255	Fungi	Ascomycota					
ASV4256	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV4257	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	thermophila
ASV4258	Fungi						
ASV4259	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Fonsecazyma	
ASV4260	Fungi	Ascomycota					
ASV4261	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4262	Fungi	Ascomycota					
ASV4263	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	capitata
ASV4264	Fungi	Glomeromycota					
ASV4265	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4266	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4267	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV4268	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	
ASV4269	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV4270	Fungi	Ascomycota					
ASV4271	Fungi	Ascomycota					
ASV4272	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	
ASV4273	Fungi	Ascomycota	Sordariomycetes	Melanosporales	Melanosporaceae	Melanospora	verrucispora
ASV4274	Fungi	Ascomycota					
ASV4275	Fungi	Ascomycota	Eurotiomycetes				
ASV4276	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV4277	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae		
ASV4278	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	sobolifera
ASV4279	Fungi	Ascomycota					
ASV4280	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	mirabilis
ASV4281	Fungi	Ascomycota					
ASV4282	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV4283	Fungi	Ascomycota	Sordariomycetes				
ASV4284	Fungi	Chytridiomycota	GS13				
ASV4285	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	prolifer
ASV4286	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	
ASV4287	Fungi	Ascomycota					
ASV4288	Fungi						
ASV4289	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV4290	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	gilbertsonii
ASV4291	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	nigricans
ASV4292	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	glandicola
ASV4293	Fungi						
ASV4294	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Boubovia	
ASV4295	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	
ASV4296	Fungi						
ASV4297	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV4298	Fungi	Ascomycota					
ASV4299	Fungi	Ascomycota					
ASV4300	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV4301	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	grisea
ASV4302	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	
ASV4303	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV4304	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV4305	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Oncopodiella	
ASV4306	Fungi	Ascomycota					
ASV4307	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Lapidomyces	
ASV4308	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV4309	Fungi						
ASV4310	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV4311	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
ASV4312	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Chaetothyrium	agathis
ASV4313	Fungi	Ascomycota					
ASV4314	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales			
ASV4315	Fungi						
ASV4316	Fungi	Ascomycota					
ASV4317	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Monographella	
ASV4318	Fungi						
ASV4319	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladiella	vitis
ASV4320	Fungi	Ascomycota					
ASV4321	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
ASV4322	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	mirabilis
ASV4323	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	penicillioides
ASV4324	Fungi	Ascomycota					
ASV4325	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	
ASV4326	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
ASV4327	Fungi						
ASV4328	Fungi	Basidiomycota					
ASV4329	Fungi						
ASV4330	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	
ASV4331	Fungi						
