OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV306	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV307	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV308	Fungi	Ascomycota	Sordariomycetes				
ASV309	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	mexicana
ASV310	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Alfaria	
ASV311	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV312	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV313	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium	
ASV314	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV315	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycocentrospora	acerina
ASV316	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV317	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV318	Fungi	Ascomycota	Sordariomycetes				
ASV319	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongata
ASV320	Fungi						
ASV321	Fungi	Mortierellomycota					
ASV322	Fungi	Ascomycota					
ASV323	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	pulvericola
ASV324	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV325	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Eremomyces	bilateralis
ASV326	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	
ASV327	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	
ASV328	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	
ASV329	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	deospora
ASV330	Fungi	Chytridiomycota	GS13				
ASV331	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV332	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	chlamydospora
ASV333	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
ASV334	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV335	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	globosum
ASV336	Fungi	Ascomycota					
ASV337	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV338	Fungi	Ascomycota	Dothideomycetes				
ASV339	Fungi	Ascomycota					
ASV340	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	
ASV341	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV342	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV343	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV344	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	felis
ASV345	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	australiensis
ASV346	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Thyrostroma	cornicola
ASV347	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongata
ASV348	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV349	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
ASV350	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV351	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya	rosea
ASV352	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV353	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
ASV354	Fungi	Ascomycota					
ASV355	Fungi						
ASV356	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	dimerum
ASV357	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV358	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV359	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Monographella	
ASV360	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	aloes
ASV361	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV362	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Echinoderma	echinaceum
ASV363	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	
ASV364	Fungi	Ascomycota					
ASV365	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV366	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV367	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	centenaria
ASV368	Fungi	Ascomycota					
ASV369	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
ASV370	Fungi	Ascomycota					
ASV371	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	dispersa
ASV372	Fungi	Ascomycota					
ASV373	Fungi	Ascomycota					
ASV374	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	oryzae
ASV375	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	
ASV376	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
ASV377	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	panicorum
ASV378	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	sphaerosporum
ASV379	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV380	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	citricola
ASV381	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV382	Fungi	Ascomycota					
ASV383	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	kyushuense
ASV384	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV385	Fungi	Mortierellomycota					
ASV386	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV387	Fungi	Ascomycota					
ASV388	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
ASV389	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV390	Fungi						
ASV391	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	levis
ASV392	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Arcopilus	cupreus
ASV393	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	
ASV394	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae		
ASV395	Fungi	Ascomycota					
ASV396	Fungi	Ascomycota					
ASV397	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	chaetospira
ASV398	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Echinoderma	echinaceum
ASV399	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV400	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV401	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV402	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV403	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
ASV404	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV405	Fungi	Ascomycota					
ASV406	Fungi						
ASV407	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	
ASV408	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	boeremae
ASV409	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV410	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	arenarium
ASV411	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV412	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	kotlabae
ASV413	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV414	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
ASV415	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV416	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata
ASV417	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV418	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neostrelitziana	acaciigena
ASV419	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Veronaeopsis	simplex
ASV420	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV421	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata
ASV422	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	
ASV423	Fungi	Rozellomycota					
ASV424	Fungi						
ASV425	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
ASV426	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV427	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Xenomyrothecium	tongaense
ASV428	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	inaequalis
ASV429	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV430	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Chaetothyrium	agathis
ASV431	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	anguipilium
ASV432	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV433	Fungi	Ascomycota					
ASV434	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	canina
ASV435	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
ASV436	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV437	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella	humicola
ASV438	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	siamensis
ASV439	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV440	Fungi	Ascomycota	Eurotiomycetes				
ASV441	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	nygamai
ASV442	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya	rosea
ASV443	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV444	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	fagi
ASV445	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV446	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	fusarioides
ASV447	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV448	Fungi	Ascomycota					
ASV449	Fungi	Ascomycota					
ASV450	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
ASV451	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV452	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	kotlabae
ASV453	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	marquandii
ASV454	Fungi	Basidiomycota	Agaricomycetes				
ASV455	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV456	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
ASV457	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	
ASV458	Fungi	Basidiomycota	Agaricomycetes				
ASV459	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV460	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV461	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	flavus
ASV462	Fungi						
ASV463	Fungi	Rozellomycota					
ASV464	Fungi						
ASV465	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	javanicum
ASV466	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	
ASV467	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	
ASV468	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV469	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	prethopodalis
ASV470	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis		
ASV471	Fungi	Ascomycota					
ASV472	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	canina
ASV473	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	verrucaria
ASV474	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	marquandii
ASV475	Fungi	Ascomycota					
ASV476	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	aloes
ASV477	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Desertella	
ASV478	Fungi						
ASV479	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV480	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV481	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	dimerum
ASV482	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
ASV483	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	globosum
ASV484	Fungi						
ASV485	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongata
ASV486	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	curvulum
ASV487	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV488	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Panus	
ASV489	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV490	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV491	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya	rosea
ASV492	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV493	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	lilacinum
ASV494	Fungi	Ascomycota					
ASV495	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	japonica
ASV496	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	
ASV497	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV498	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	capsici
ASV499	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	ornata
ASV500	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	australiensis
ASV501	Fungi	Ascomycota	Sordariomycetes				
ASV502	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Achaetomium	lippiae
ASV503	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Forliomyces	uniseptata
ASV504	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	rosae
ASV505	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya	rosea
ASV506	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Microsporomycetaceae	Microsporomyces	bloemfonteinensis
ASV507	Fungi	Ascomycota					
ASV508	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	
ASV510	Fungi	Ascomycota	Dothideomycetes				
ASV511	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV512	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	asahii
ASV513	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
ASV514	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	benitoi
ASV515	Fungi	Ascomycota					
ASV516	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	sarcochroum
ASV517	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	rajasthanensis
ASV518	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	cucumeris
ASV519	Fungi	Ascomycota	Dothideomycetes				
ASV520	Fungi	Basidiomycota					
ASV521	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	obscura
ASV522	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Echinoderma	echinaceum
ASV523	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV524	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	vermiculata
ASV525	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV526	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV527	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV528	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV529	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV530	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV531	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Pseudolophiostoma	obtusisporum
ASV532	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	cucumeris
ASV533	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	cypraeaespora
ASV534	Fungi	Ascomycota					
ASV535	Fungi	Ascomycota					
ASV536	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV537	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV538	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV539	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Parapyrenochaeta	acaciae
ASV540	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	compacta
ASV541	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Cylindroaseptospora	leucaenae
ASV542	Fungi	Ascomycota					
ASV543	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Neoconiothyrium	rosae
ASV544	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	aloeticola
ASV545	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV546	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV547	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	aloes
ASV548	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	
ASV549	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV550	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV551	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	adeliensis
ASV552	Fungi	Basidiomycota	Agaricomycetes				
ASV553	Fungi	Ascomycota					
ASV554	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	oligospora
ASV555	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	
ASV556	Fungi	Ascomycota	Sordariomycetes	Branch06			
ASV557	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Microcera	larvarum
ASV558	Fungi	Ascomycota					
ASV559	Fungi	Ascomycota					
ASV560	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
ASV561	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	aloes
ASV562	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV563	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	elongata
ASV564	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV565	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	deospora
ASV566	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV567	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales			
ASV568	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV569	Fungi	Basidiomycota					
ASV570	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV571	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	terricola
ASV572	Fungi	Ascomycota					
ASV573	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	proliferata
ASV574	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
ASV575	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	
ASV576	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	olivacea
ASV577	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sydowii
ASV578	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
ASV579	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	
ASV580	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	
ASV581	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	globosum
ASV582	Fungi	Ascomycota					
ASV583	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV584	Fungi	Ascomycota					
ASV585	Fungi						
ASV586	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV587	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	homomorphus
ASV588	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	tsudae
ASV589	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
ASV590	Fungi	Ascomycota					
ASV591	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	penzigii
ASV592	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	
ASV593	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Chaetothyrium	agathis
ASV594	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
ASV595	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV596	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV597	Fungi	Ascomycota					
ASV598	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV599	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV600	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
ASV601	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV602	Fungi	Ascomycota					
ASV603	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae		
ASV604	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	panicorum
ASV605	Fungi	Ascomycota	Sordariomycetes				
ASV606	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Panus	strigellus
ASV607	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV608	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	
ASV609	Fungi	Ascomycota					
ASV610	Fungi	Basidiomycota	Agaricomycetes	Trechisporales			
ASV611	Fungi	Ascomycota					
ASV612	Fungi	Ascomycota					
ASV613	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV614	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	
ASV615	Fungi	Ascomycota					
ASV616	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	hyphopodioides
